FromParticipantId;Value_settled;Value_input;settled_input_ratio
1;6206400341.69;9787406025.81;0.6341210659211782
10;4624631325.22;9696147208.4;0.47695556037078046
11;5686539662.43;14636498395.68;0.3885177662512775
12;7015195419.37;12325874076.81;0.5691438494060592
13;6157262391.66;9479089913.14;0.6495626107654858
14;5199370734.88;9991854177.78;0.5203609502671106
15;7899540504.47;11994115451.5;0.6586180145099465
16;7248068101.51;13774777365.74;0.526184047049433
17;5607709891.86;19424348333.41;0.28869487900475427
18;6612495793.16;9817456964.35;0.673544668153053
19;4534804660.5;17156956209.47;0.2643128889025757
2;4552049425.22;39063701131.1;0.11652888214414359
20;5704235345.77;13460102068.869999;0.4237884168027622
21;5985607107.64;12091131871.99;0.4950410905290101
22;5747477388.51;10017767691.02;0.5737283560350557
23;7050559450.1;14131712375.02;0.4989175595282395
24;5926760353.19;9182126792.66;0.6454670564915013
25;4846399588.1;9794041564.45;0.4948314295184592
26;7094003114.85;13425814393.98;0.5283853110639516
27;5141531537.66;32461591450.15;0.1583881537525863
28;6513964239.03;13299348788.62;0.4897957292919391
29;6874537129.85;10881767296.86;0.6317482208826216
3;6002238752.98;20746089565.13;0.2893190417469591
30;9609860299.37;13125774585.44;0.7321366245333749
4;6765644596.6;22695223525.49;0.29810874473217713
5;5844885084.71;9278337321.29;0.6299496216092911
6;8971337445.86;16648206537.0;0.5388771112324651
7;6430880476.26;34327744323.98;0.18733769441901962
8;4147505052.36;9464820864.76;0.43820217113693555
9;5408156126.23;12235523949.960001;0.44200445754083784
