FromParticipantId;Value_settled;Value_input;settled_input_ratio
1;4576581145.16;7940605013.37;0.5763516932846021
10;4847075880.41;7879047633.96;0.6151855028161399
11;7869238120.19;13648847800.11;0.5765496278833572
12;7174369909.4800005;13881202589.01;0.5168406601284012
13;3418268189.48;4886844735.13;0.6994836903466848
14;4763751426.76;7760313544.35;0.6138606899753829
15;7852080227.81;8786933250.93;0.8936087259999322
16;7090967998.87;10411892763.65;0.6810450472200393
17;7175531320.53;17439002211.29;0.4114645570653443
18;5990106088.76;6395617468.49;0.9365954293345595
19;9296269612.08;16394964637.16;0.5670198025928976
2;7175391245.39;27314233634.82;0.2626978791102841
20;5038220975.41;10381540264.26;0.48530572989779047
21;6443292982.72;11033649424.0;0.5839675283415096
22;5003576301.66;6429266320.31;0.7782499670069263
23;7176008673.58;11876970914.74;0.6041951879055427
24;7533026944.690001;10139050060.64;0.7429716689074617
25;7021173005.79;8921049591.41;0.7870344104521766
26;6323076166.02;11721570597.95;0.5394393279622315
27;7427206284.19;26866594496.77;0.27644762662729455
28;7872027497.61;11487169865.27;0.6852886820634624
29;4292491584.12;6803037694.37;0.6309668969896115
3;8243132479.37;15945865654.45;0.5169448092690782
30;7780859209.82;9490911075.3;0.8198221591254403
4;6209933773.67;16614527378.77;0.3737652978082926
5;5358995762.190001;9047521081.26;0.5923164714465282
6;6107151824.52;9344271130.289999;0.653571770271446
7;5581460833.51;22993100994.21;0.24274502316653565
8;5151618129.25;7008020727.22;0.7351031524836238
9;7617961658.3;11372926598.31;0.6698330102149801
