FromParticipantId;Value_settled;Value_input;settled_input_ratio
1;4956391229.68;6664463964.1;0.7437044083933814
10;3928061210.14;4502736514.56;0.8723719892199473
11;7205702366.6;8382050779.22;0.8596586392036311
12;9388419542.64;13017482708.98;0.7212162099638111
13;6386364991.17;7351294906.42;0.8687401433987757
14;5596846667.15;6228327884.0;0.8986114365506964
15;6969193110.17;7491046821.55;0.9303363436631115
16;6722340729.2699995;8497111485.6;0.7911324619739669
17;10519447782.23;11606902516.03;0.9063096521834189
18;6218019052.0;6705911865.7;0.927244374296728
19;6892695415.06;7825944228.08;0.880749365722357
2;6659716062.68;20345171291.11;0.3273364459502005
20;6761589197.0;9179885298.8;0.7365657605639016
21;6111014332.62;8890190819.22;0.6873884325866656
22;6292512530.05;6578114228.87;0.9565830435770556
23;6388845437.56;8045555191.17;0.7940838494988837
24;7004902331.81;8388561204.15;0.835054088696942
25;6334942422.47;7831670764.63;0.8088877345406754
26;7599491245.42;9427384169.27;0.8061081535418598
27;8334314379.44;18808503796.6;0.4431141609970373
28;8074298301.8;9149949116.45;0.8824418801721892
29;7005651183.13;10722234276.61;0.6533760597278186
3;9893997876.69;11359948323.77;0.8709544792547526
30;7320807543.71;9259742671.58;0.7906059383463236
4;7588265143.66;11778854146.08;0.6442277873171027
5;6024756833.940001;7421861260.17;0.8117582130337481
6;8223272766.3;10808344243.2;0.7608263191166972
7;7099152147.47;20582714660.7;0.34490844694188477
8;4021688076.81;4671450945.63;0.860907697333773
9;5595434599.37;8289060923.29;0.6750384212581132
