Starttime;SettlementDeadline;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;T+x
2024-03-03 00:00:02;2024-03-03;5;2024-03-02 01:33:33;62016419.6;8;0;7;0;925;1
2024-03-03 00:00:02;2024-03-03;49;2024-03-02 04:24:58;62016419.6;7;2;8;2;925;1
2024-03-03 00:00:02;2024-03-03;41;2024-03-02 03:59:52;149874736.65;1;0;5;0;970;1
2024-03-03 00:00:02;2024-03-03;61;2024-03-02 05:06:03;149874736.65;5;5;1;5;970;1
2024-03-03 00:00:02;2024-03-03;70;2024-03-02 05:50:42;107142069.92;8;0;7;0;873;1
2024-03-03 00:00:02;2024-03-03;84;2024-03-02 07:06:52;107142069.92;7;8;8;8;873;1
2024-03-03 00:00:02;2024-03-03;35;2024-03-02 03:46:59;45012650.23;1;0;6;0;449;1
2024-03-03 00:00:02;2024-03-03;117;2024-03-02 09:41:39;45012650.23;6;2;1;2;449;1
2024-03-03 00:00:02;2024-03-03;46;2024-03-02 04:12:24;107304035.99;7;7;4;7;775;1
2024-03-03 00:00:02;2024-03-03;138;2024-03-02 10:51:48;107304035.99;4;0;7;0;775;1
2024-03-03 00:00:02;2024-03-03;60;2024-03-02 04:59:07;105494795.35;2;6;6;6;966;1
2024-03-03 00:00:02;2024-03-03;152;2024-03-02 11:35:07;105494795.35;6;0;2;0;966;1
2024-03-03 00:00:02;2024-03-03;34;2024-03-02 03:43:57;109154645.79;2;4;4;4;384;1
2024-03-03 00:00:02;2024-03-03;162;2024-03-02 12:25:57;109154645.79;4;0;2;0;384;1
2024-03-03 00:00:02;2024-03-03;54;2024-03-02 04:38:26;387862258.16;8;7;6;7;606;1
2024-03-03 00:00:02;2024-03-03;185;2024-03-02 13:55:56;387862258.16;6;0;8;0;606;1
2024-03-03 00:00:02;2024-03-03;179;2024-03-02 13:31:13;142379796.36;1;0;5;0;592;1
2024-03-03 00:00:02;2024-03-03;191;2024-03-02 14:15:05;142379796.36;5;2;1;2;592;1
2024-03-03 00:00:02;2024-03-03;139;2024-03-02 11:00:10;184433862.89;7;0;5;0;307;1
2024-03-03 00:00:02;2024-03-03;196;2024-03-02 14:26:42;184433862.89;5;7;7;7;307;1
2024-03-03 00:00:02;2024-03-03;112;2024-03-02 09:27:01;96714864.1;1;0;7;0;192;1
2024-03-03 00:00:02;2024-03-03;200;2024-03-02 14:52:15;96714864.1;7;3;1;3;192;1
2024-03-03 00:00:02;2024-03-03;207;2024-03-02 15:11:47;312392384.46;1;8;4;8;261;1
2024-03-03 00:00:02;2024-03-03;214;2024-03-02 15:30:03;312392384.46;4;0;1;0;261;1
2024-03-03 00:00:02;2024-03-03;17;2024-03-02 02:14:07;263526457.33;6;0;1;0;43;1
2024-03-03 00:00:02;2024-03-03;242;2024-03-02 17:35:16;263526457.33;1;4;6;4;43;1
2024-03-03 00:00:02;2024-03-03;210;2024-03-02 15:24:06;163722931.02;7;0;4;0;1322;1
2024-03-03 00:00:02;2024-03-03;251;2024-03-02 17:56:01;163722931.02;4;8;7;8;1322;1
2024-03-03 00:00:02;2024-03-03;183;2024-03-02 13:47:40;24642142.69;8;0;1;0;1044;1
2024-03-03 00:00:02;2024-03-03;260;2024-03-02 18:45:20;24642142.69;1;3;8;3;1044;1
2024-03-03 00:00:02;2024-03-03;247;2024-03-02 17:47:51;126316150.1;2;0;4;0;904;1
2024-03-03 00:00:02;2024-03-03;269;2024-03-02 19:16:54;126316150.1;4;6;2;6;904;1
2024-03-03 00:00:02;2024-03-03;267;2024-03-02 19:07:27;425063163.69;3;8;6;8;498;1
2024-03-03 00:00:02;2024-03-03;270;2024-03-02 19:18:33;425063163.69;6;0;3;0;498;1
2024-03-03 00:00:02;2024-03-03;245;2024-03-02 17:39:27;291398396.5;6;2;4;2;942;1
2024-03-03 00:00:02;2024-03-03;278;2024-03-02 21:10:15;291398396.5;4;0;6;0;942;1
2024-03-03 00:00:02;2024-03-03;229;2024-03-02 16:40:30;219609485.39;8;5;3;5;743;1
2024-03-03 00:00:02;2024-03-03;283;2024-03-02 22:50:59;219609485.39;3;0;8;0;743;1
2024-03-03 00:00:02;2024-03-03;4;2024-03-02 01:22:35;48515549.33;7;5;4;5;111;1
2024-03-03 00:00:02;2024-03-03;284;2024-03-02 22:56:24;48515549.33;4;0;7;0;111;1
2024-03-04 00:00:02;2024-03-04;9;2024-03-02 01:44:50;67608356.27;1;0;6;0;755;2
2024-03-04 00:00:02;2024-03-04;25;2024-03-02 03:10:47;67608356.27;6;2;1;2;755;2
2024-03-04 00:00:02;2024-03-04;6;2024-03-02 01:39:08;247173995.42;8;1;3;1;657;2
2024-03-04 00:00:02;2024-03-04;32;2024-03-02 03:22:18;247173995.42;3;0;8;0;657;2
2024-03-04 00:00:02;2024-03-04;20;2024-03-02 02:20:12;95692834.95;6;7;1;7;122;2
2024-03-04 00:00:02;2024-03-04;33;2024-03-02 03:24:36;95692834.95;1;0;6;0;122;2
2024-03-04 00:00:02;2024-03-04;21;2024-03-02 02:25:10;196471642.29;7;4;3;4;1338;2
2024-03-04 00:00:02;2024-03-04;43;2024-03-02 04:05:37;196471642.29;3;0;7;0;1338;2
2024-03-04 00:00:02;2024-03-04;22;2024-03-02 02:33:30;34143426.51;6;6;2;6;1021;2
2024-03-04 00:00:02;2024-03-04;53;2024-03-02 04:32:43;34143426.51;2;0;6;0;1021;2
2024-03-04 00:00:02;2024-03-04;23;2024-03-02 02:53:33;55095172.0;7;0;4;0;678;2
2024-03-04 00:00:02;2024-03-04;63;2024-03-02 05:18:27;55095172.0;4;4;7;4;678;2
2024-03-04 00:00:02;2024-03-04;14;2024-03-02 02:07:50;110335423.87;2;6;3;6;959;2
2024-03-04 00:00:02;2024-03-04;65;2024-03-02 05:20:38;110335423.87;3;0;2;0;959;2
2024-03-04 00:00:02;2024-03-04;44;2024-03-02 04:06:13;127779275.65;5;7;8;7;16;2
2024-03-04 00:00:02;2024-03-04;69;2024-03-02 05:45:26;127779275.65;8;0;5;0;16;2
2024-03-04 00:00:02;2024-03-04;56;2024-03-02 04:46:55;53229620.53;3;3;4;3;1039;2
2024-03-04 00:00:02;2024-03-04;71;2024-03-02 05:54:40;53229620.53;4;0;3;0;1039;2
2024-03-04 00:00:02;2024-03-04;19;2024-03-02 02:19:46;231828364.12;7;8;3;8;315;2
2024-03-04 00:00:02;2024-03-04;72;2024-03-02 05:58:12;231828364.12;3;0;7;0;315;2
