Starttime;SettlementDeadline;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;T+x
2024-03-09 00:00:02;2024-03-09;1593;2024-03-07 01:37:32;121903813.1;5;0;7;0;801;2
2024-03-09 00:00:02;2024-03-09;1599;2024-03-07 02:00:58;121903813.1;7;2;5;2;801;2
2024-03-09 00:00:02;2024-03-09;1605;2024-03-07 02:29:56;91099066.67;6;3;8;3;1384;2
2024-03-09 00:00:02;2024-03-09;1607;2024-03-07 02:52:07;91099066.67;8;0;6;0;1384;2
2024-03-09 00:00:02;2024-03-09;1595;2024-03-07 01:43:37;156226200.38;2;6;7;6;58;2
2024-03-09 00:00:02;2024-03-09;1616;2024-03-07 03:23:14;156226200.38;7;0;2;0;58;2
2024-03-09 00:00:02;2024-03-09;1604;2024-03-07 02:22:03;142391328.01;4;0;2;0;141;2
2024-03-09 00:00:02;2024-03-09;1617;2024-03-07 03:30:33;142391328.01;2;4;4;4;141;2
2024-03-09 00:00:02;2024-03-09;1619;2024-03-07 03:33:29;66577293.01;2;0;1;0;865;2
2024-03-09 00:00:02;2024-03-09;1623;2024-03-07 03:54:34;66577293.01;1;4;2;4;865;2
2024-03-09 00:00:02;2024-03-09;1598;2024-03-07 01:57:20;252339940.2;7;0;3;0;138;2
2024-03-09 00:00:02;2024-03-09;1628;2024-03-07 04:04:05;252339940.2;3;4;7;4;138;2
2024-03-09 00:00:02;2024-03-09;1626;2024-03-07 03:59:54;215202922.61;4;4;5;4;113;2
2024-03-09 00:00:02;2024-03-09;1636;2024-03-07 04:35:42;215202922.61;5;0;4;0;113;2
2024-03-09 00:00:02;2024-03-09;1638;2024-03-07 04:39:16;39967683.5;2;0;6;0;155;2
2024-03-09 00:00:02;2024-03-09;1644;2024-03-07 04:55:53;39967683.5;6;8;2;8;155;2
2024-03-09 00:00:02;2024-03-09;1646;2024-03-07 04:59:15;233581254.99;1;0;3;0;872;2
2024-03-09 00:00:02;2024-03-09;1650;2024-03-07 05:11:42;233581254.99;3;4;1;4;872;2
2024-03-09 00:00:02;2024-03-09;1637;2024-03-07 04:36:35;240725108.14;6;1;3;1;1332;2
2024-03-09 00:00:02;2024-03-09;1655;2024-03-07 05:33:34;240725108.14;3;0;6;0;1332;2
2024-03-09 00:00:02;2024-03-09;1654;2024-03-07 05:23:47;92683046.9;2;6;5;6;1377;2
