Starttime;SettlementDeadline;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;T+x
2024-03-04 19:20:00;2024-03-04;84;2024-03-02 02:04:58;202490068.3;8;5;5;5;7873;2
2024-03-04 19:20:00;2024-03-04;916;2024-03-02 10:26:38;202490068.3;5;0;8;0;7873;2
2024-03-04 19:20:00;2024-03-04;73;2024-03-02 01:57:19;117267961.16;3;8;5;8;247;2
2024-03-04 19:20:00;2024-03-04;1138;2024-03-02 12:47:13;117267961.16;5;0;3;0;247;2
2024-03-04 19:20:00;2024-03-04;926;2024-03-02 10:30:43;227860452.86;5;0;2;0;3568;2
2024-03-04 19:20:00;2024-03-04;1196;2024-03-02 13:20:25;227860452.86;2;8;5;8;3568;2
2024-03-04 19:20:00;2024-03-04;1045;2024-03-02 11:46:09;109270036.23;5;0;2;0;8813;2
2024-03-04 19:20:00;2024-03-04;1198;2024-03-02 13:20:52;109270036.23;2;5;5;5;8813;2
2024-03-04 19:20:00;2024-03-04;1065;2024-03-02 11:59:55;201260615.01;5;0;4;0;5243;2
2024-03-04 19:20:00;2024-03-04;1213;2024-03-02 13:33:06;201260615.01;4;8;5;8;5243;2
2024-03-04 19:20:00;2024-03-04;518;2024-03-02 06:23:26;117580692.37;5;0;6;0;6636;2
2024-03-04 19:20:00;2024-03-04;1216;2024-03-02 13:35:51;117580692.37;6;5;5;5;6636;2
2024-03-04 19:20:00;2024-03-04;923;2024-03-02 10:30:24;107784944.98;5;0;6;0;4177;2
2024-03-04 19:20:00;2024-03-04;1225;2024-03-02 13:40:15;107784944.98;6;3;5;3;4177;2
2024-03-04 19:20:00;2024-03-04;688;2024-03-02 08:08:47;90348819.39;8;4;5;4;2836;2
2024-03-04 19:20:00;2024-03-04;1262;2024-03-02 14:04:55;90348819.39;5;0;8;0;2836;2
2024-03-04 19:20:00;2024-03-04;581;2024-03-02 07:03:01;62950454.01;8;6;5;6;6240;2
2024-03-04 19:20:00;2024-03-04;1266;2024-03-02 14:06:41;62950454.01;5;0;8;0;6240;2
2024-03-04 19:20:00;2024-03-04;1181;2024-03-02 13:12:10;76463629.77;7;8;5;8;7856;2
2024-03-04 19:20:00;2024-03-04;1288;2024-03-02 14:15:05;76463629.77;5;0;7;0;7856;2
2024-03-04 19:20:00;2024-03-04;1038;2024-03-02 11:40:32;101547798.89;5;0;3;0;864;2
2024-03-04 19:20:00;2024-03-04;1290;2024-03-02 14:15:28;101547798.89;3;7;5;7;864;2
2024-03-04 19:20:00;2024-03-04;717;2024-03-02 08:23:45;55206543.47;5;0;6;0;7430;2
2024-03-04 19:20:00;2024-03-04;1297;2024-03-02 14:17:44;55206543.47;6;7;5;7;7430;2
2024-03-04 19:20:00;2024-03-04;462;2024-03-02 05:54:30;168381140.67;5;0;7;0;1734;2
2024-03-04 19:20:00;2024-03-04;1311;2024-03-02 14:25:52;168381140.67;7;4;5;4;1734;2
2024-03-04 19:20:00;2024-03-04;1081;2024-03-02 12:13:27;131380302.04;6;4;5;4;3459;2
2024-03-04 19:20:00;2024-03-04;1386;2024-03-02 15:15:45;131380302.04;5;0;6;0;3459;2
2024-03-04 19:20:00;2024-03-04;83;2024-03-02 02:04:50;204431573.93;5;0;4;0;7371;2
2024-03-04 19:20:00;2024-03-04;1544;2024-03-02 16:33:41;204431573.93;4;1;5;1;7371;2
2024-03-04 19:20:00;2024-03-04;837;2024-03-02 09:40:19;136750725.33;8;6;5;6;5973;2
2024-03-04 19:20:00;2024-03-04;1565;2024-03-02 16:48:11;136750725.33;5;0;8;0;5973;2
2024-03-04 19:20:00;2024-03-04;1529;2024-03-02 16:26:29;184560088.82;7;7;5;7;8426;2
2024-03-04 19:20:00;2024-03-04;1585;2024-03-02 17:04:52;184560088.82;5;0;7;0;8426;2
2024-03-04 19:20:00;2024-03-04;1049;2024-03-02 11:47:58;107927456.88;5;0;8;0;3063;2
2024-03-04 19:20:00;2024-03-04;1626;2024-03-02 17:25:53;107927456.88;8;7;5;7;3063;2
2024-03-04 19:20:00;2024-03-04;1270;2024-03-02 14:07:59;126840357.75;5;0;7;0;4708;2
2024-03-04 19:20:00;2024-03-04;1633;2024-03-02 17:33:52;126840357.75;7;4;5;4;4708;2
2024-03-04 19:20:00;2024-03-04;1559;2024-03-02 16:41:33;129787757.08;5;0;7;0;4798;2
2024-03-04 19:20:00;2024-03-04;1729;2024-03-02 18:25:50;129787757.08;7;6;5;6;4798;2
2024-03-04 19:20:00;2024-03-04;1068;2024-03-02 12:01:37;135747288.61;5;0;7;0;8795;2
2024-03-04 19:20:00;2024-03-04;1741;2024-03-02 18:32:18;135747288.61;7;6;5;6;8795;2
2024-03-04 19:20:00;2024-03-04;1483;2024-03-02 15:56:56;160796963.76;5;0;7;0;6179;2
2024-03-04 19:20:00;2024-03-04;1744;2024-03-02 18:34:09;160796963.76;7;2;5;2;6179;2
2024-03-04 19:20:00;2024-03-04;851;2024-03-02 09:46:50;143977529.92;5;0;8;0;5689;2
2024-03-04 19:20:00;2024-03-04;1746;2024-03-02 18:35:08;143977529.92;8;6;5;6;5689;2
2024-03-04 19:20:00;2024-03-04;1484;2024-03-02 15:57:23;198645857.3;5;0;7;0;8083;2
2024-03-04 19:20:00;2024-03-04;1757;2024-03-02 18:42:15;198645857.3;7;5;5;5;8083;2
2024-03-04 19:20:00;2024-03-04;1064;2024-03-02 11:58:36;180969767.42;2;4;5;4;3856;2
2024-03-04 19:20:00;2024-03-04;1762;2024-03-02 18:46:18;180969767.42;5;0;2;0;3856;2
2024-03-04 19:20:00;2024-03-04;914;2024-03-02 10:25:30;158402190.82;5;0;6;0;345;2
2024-03-04 19:20:00;2024-03-04;1801;2024-03-02 19:09:13;158402190.82;6;5;5;5;345;2
2024-03-04 19:20:00;2024-03-04;360;2024-03-02 04:45:16;34780427.37;3;3;5;3;3470;2
2024-03-04 19:20:00;2024-03-04;1808;2024-03-02 19:11:10;34780427.37;5;0;3;0;3470;2
