Starttime;SettlementDeadline;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;T+x
2024-03-09 19:20:00;2024-03-09;1700;2024-03-07 07:42:13;155871750.49;8;3;5;3;470;2
2024-03-09 19:20:00;2024-03-09;1783;2024-03-07 12:17:36;155871750.49;5;0;8;0;470;2
2024-03-09 19:20:00;2024-03-04;52;2024-03-02 04:32:29;263539242.68;5;3;1;3;221;2
2024-03-09 19:20:00;2024-03-04;263;2024-03-02 18:54:18;263539242.68;1;0;5;0;221;2
2024-03-09 19:20:00;2024-03-07;1063;2024-03-05 08:19:28;180110677.48;3;0;5;0;807;2
2024-03-09 19:20:00;2024-03-07;1156;2024-03-05 14:33:41;180110677.48;5;3;3;3;807;2
2024-03-09 19:20:00;2024-03-07;1030;2024-03-05 05:59:10;343817461.41;5;3;6;3;1203;2
2024-03-09 19:20:00;2024-03-07;1234;2024-03-05 20:45:41;343817461.41;6;0;5;0;1203;2
2024-03-09 19:20:00;2024-03-08;1390;2024-03-06 09:28:21;57826073.67;5;3;8;3;1476;2
2024-03-09 19:20:00;2024-03-08;1403;2024-03-06 09:57:42;57826073.67;8;0;5;0;1476;2
2024-03-09 19:20:00;2024-03-09;1624;2024-03-07 03:59:23;289943215.01;5;3;7;3;763;2
2024-03-09 19:20:00;2024-03-09;1627;2024-03-07 04:00:23;289943215.01;7;0;5;0;763;2
2024-03-09 19:20:00;2024-03-09;1690;2024-03-07 07:24:01;234590489.8;5;3;6;3;687;2
2024-03-09 19:20:00;2024-03-09;1763;2024-03-07 10:52:36;234590489.8;6;0;5;0;687;2
2024-03-09 19:20:00;2024-03-09;1947;2024-03-08 02:31:40;312932226.36;5;3;4;3;357;1
2024-03-09 19:20:00;2024-03-09;2162;2024-03-08 14:43:52;312932226.36;4;0;5;0;357;1
2024-03-09 19:20:00;2024-03-09;2120;2024-03-08 12:21:45;192930987.12;5;3;7;3;1312;1
2024-03-09 19:20:00;2024-03-09;2225;2024-03-08 19:09:53;192930987.12;7;0;5;0;1312;1
2024-03-09 19:20:00;2024-03-07;1414;2024-03-06 10:18:01;68311357.49;8;3;6;3;164;1
2024-03-09 19:20:00;2024-03-07;1553;2024-03-06 18:56:19;68311357.49;6;0;8;0;164;1
2024-03-09 19:20:00;2024-03-09;1752;2024-03-07 10:06:55;160136194.16;3;0;8;0;544;2
2024-03-09 19:20:00;2024-03-09;1860;2024-03-07 16:58:06;160136194.16;8;3;3;3;544;2
2024-03-09 19:20:00;2024-03-08;1507;2024-03-06 16:12:25;126950241.5;2;2;3;2;1398;2
2024-03-09 19:20:00;2024-03-08;1552;2024-03-06 18:49:47;126950241.5;3;0;2;0;1398;2
2024-03-09 19:20:00;2024-03-09;1642;2024-03-07 04:53:43;216105954.43;3;0;2;0;731;2
2024-03-09 19:20:00;2024-03-09;1678;2024-03-07 06:54:20;216105954.43;2;2;3;2;731;2
2024-03-09 19:20:00;2024-03-09;1825;2024-03-07 15:09:16;171093870.53;2;4;3;4;1403;2
2024-03-09 19:20:00;2024-03-09;1876;2024-03-07 17:55:41;171093870.53;3;0;2;0;1403;2
2024-03-09 19:20:00;2024-03-09;1688;2024-03-07 07:21:20;341150708.16;2;4;6;4;762;2
2024-03-09 19:20:00;2024-03-09;1774;2024-03-07 11:57:43;341150708.16;6;0;2;0;762;2
2024-03-09 19:20:00;2024-03-04;64;2024-03-02 05:20:02;252925046.28;2;2;7;2;208;2
2024-03-09 19:20:00;2024-03-04;820;2024-03-04 13:23:36;252925046.28;7;0;2;0;208;2
2024-03-09 19:20:00;2024-03-06;915;2024-03-04 18:36:30;193654913.09;7;0;2;0;1263;2
2024-03-09 19:20:00;2024-03-06;946;2024-03-04 22:00:58;193654913.09;2;2;7;2;1263;2
2024-03-09 19:20:00;2024-03-05;446;2024-03-03 09:48:58;191844466.36;4;0;2;0;816;2
2024-03-09 19:20:00;2024-03-05;537;2024-03-03 16:16:54;191844466.36;2;2;4;2;816;2
2024-03-09 19:20:00;2024-03-05;340;2024-03-03 04:20:10;176000308.5;2;2;1;2;619;2
2024-03-09 19:20:00;2024-03-05;443;2024-03-03 09:41:38;176000308.5;1;0;2;0;619;2
2024-03-09 19:20:00;2024-03-06;788;2024-03-04 11:38:38;95664253.82;2;2;1;2;1122;2
2024-03-09 19:20:00;2024-03-06;922;2024-03-04 19:06:07;95664253.82;1;0;2;0;1122;2
2024-03-09 19:20:00;2024-03-09;1596;2024-03-07 01:47:11;188941903.45;1;0;2;0;585;2
2024-03-09 19:20:00;2024-03-09;1692;2024-03-07 07:26:23;188941903.45;2;2;1;2;585;2
2024-03-09 19:20:00;2024-03-09;1809;2024-03-07 14:09:17;234120074.53;2;2;6;2;1175;2
2024-03-09 19:20:00;2024-03-09;1841;2024-03-07 15:54:47;234120074.53;6;0;2;0;1175;2
2024-03-09 19:20:00;2024-03-09;1681;2024-03-07 07:01:09;323154053.73;2;1;6;1;644;2
2024-03-09 19:20:00;2024-03-09;1866;2024-03-07 17:23:53;323154053.73;6;0;2;0;644;2
