Time;1;0;4;3;2;Credit limit
2024-01-01 00:00:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 00:15:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 00:30:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 00:45:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 01:00:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 01:15:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 01:30:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 01:45:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 02:00:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 02:15:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 02:30:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 02:45:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 03:00:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 03:15:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 03:30:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 03:45:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 04:00:00;6009410346;875953354;4593940352;3222734236;6238279486;-249685088
2024-01-01 04:15:00;6009410346;795929274;4673964432;3222734236;6238279486;-249685088
2024-01-01 04:30:00;6009410346;795929274;4673964432;3222734236;6238279486;-249685088
2024-01-01 04:45:00;6009410346;795929274;4673964432;3222734236;6238279486;-249685088
2024-01-01 05:00:00;6009410346;795929274;4673964432;3222734236;6238279486;-249685088
2024-01-01 05:15:00;6009410346;795929274;4673964432;3222734236;6238279486;-249685088
2024-01-01 05:30:00;6009410346;824319035;4645574671;3222734236;6238279486;-249685088
2024-01-01 05:45:00;6009410346;824319035;4645574671;3222734236;6238279486;-249685088
2024-01-01 06:00:00;6009410346;935022485;4534871221;3222734236;6238279486;-249685088
2024-01-01 06:15:00;6009410346;935022485;4534871221;3222734236;6238279486;-249685088
2024-01-01 06:30:00;6009410346;1005683637;4534871221;3152073084;6238279486;-249685088
2024-01-01 06:45:00;6009410346;1005683637;4534871221;3152073084;6238279486;-249685088
2024-01-01 07:00:00;6009410346;974994247;4534871221;3152073084;6268968875;-249685088
2024-01-01 07:15:00;6009410346;974994247;4534871221;3152073084;6268968875;-249685088
2024-01-01 07:30:00;6009410346;974994247;4534871221;3152073084;6268968875;-249685088
2024-01-01 07:45:00;6009410346;960901480;4615130779;3085906292;6268968875;-249685088
2024-01-01 08:00:00;6009410346;960901480;4615130779;3085906292;6268968875;-249685088
2024-01-01 08:15:00;6009410346;1048323185;4527709074;3085906292;6268968875;-249685088
2024-01-01 08:30:00;6009410346;1048323185;4527709074;3085906292;6268968875;-249685088
2024-01-01 08:45:00;6009410346;1048323185;4527709074;3085906292;6268968875;-249685088
2024-01-01 09:00:00;6009410346;1048323185;4527709074;3085906292;6268968875;-249685088
2024-01-01 09:15:00;6009410346;1035867023;4527709074;3085906292;6281425037;-249685088
2024-01-01 09:30:00;6009410346;1035867023;4527709074;3085906292;6281425037;-249685088
2024-01-01 09:45:00;6009410346;1007087852;4527709074;3085906292;6310204208;-249685088
2024-01-01 10:00:00;6009410346;987113253;4547683674;3085906292;6310204208;-249685088
2024-01-01 10:15:00;6023333052;973190546;4547683674;3085906292;6310204208;-249685088
2024-01-01 10:30:00;5946458348;1050065250;4547683674;3085906292;6310204208;-249685088
2024-01-01 10:45:00;5946458348;1108030349;4547683674;3027941194;6310204208;-249685088
2024-01-01 11:00:00;5960733476;1093755220;4547683674;3027941194;6310204208;-249685088
2024-01-01 11:15:00;5960733476;1153542701;4487896193;3027941194;6310204208;-249685088
2024-01-01 11:30:00;6021711066;1092565112;4487896193;3027941194;6310204208;-249685088
2024-01-01 11:45:00;5944957422;1169318756;4487896193;3027941194;6310204208;-249685088
2024-01-01 12:00:00;5944957422;1135284342;4554010822;2995860980;6310204208;-249685088
2024-01-01 12:15:00;5925914399;1377120391;4331217795;2995860980;6310204208;-249685088
2024-01-01 12:30:00;5925914399;1516858333;4331217795;2941397389;6224929856;-249685088
2024-01-01 12:45:00;5925914399;1643157308;4177485984;2941397389;6252362692;-249685088
2024-01-01 13:00:00;5925914399;1643157308;4177485984;2941397389;6252362692;-249685088
2024-01-01 13:15:00;5925914399;1675913749;4177485984;2908640949;6252362692;-249685088
2024-01-01 13:30:00;5925914399;1785539900;4177485984;2799014797;6252362692;-249685088
2024-01-01 13:45:00;5925914399;1926490129;4177485984;2658064569;6252362692;-249685088
2024-01-01 14:00:00;5925914399;1926490129;4177485984;2658064569;6252362692;-249685088
2024-01-01 14:15:00;5925914399;1970976215;4177485984;2613578482;6252362692;-249685088
2024-01-01 14:30:00;5912475893;1984414720;4177485984;2613578482;6252362692;-249685088
2024-01-01 14:45:00;5912475893;1984414720;4177485984;2613578482;6252362692;-249685088
2024-01-01 15:00:00;5742764276;2198823975;4177485984;2568880845;6252362692;-249685088
2024-01-01 15:15:00;5742764276;2198823975;4177485984;2568880845;6252362692;-249685088
2024-01-01 15:30:00;5742764276;2198823975;4177485984;2568880845;6252362692;-249685088
2024-01-01 15:45:00;5651453845;2520997471;4177485984;2568880845;6021499627;-249685088
2024-01-01 16:00:00;5651453845;2437272695;4261210760;2568880845;6021499627;-249685088
2024-01-01 16:15:00;5651453845;2397739610;4261210760;2608413930;6021499627;-249685088
2024-01-01 16:30:00;5735772801;2421917158;4152714256;2608413930;6021499627;-249685088
2024-01-01 16:45:00;5724731417;2432958543;4152714256;2608413930;6021499627;-249685088
2024-01-01 17:00:00;5724731417;2676899963;4152714256;2608413930;5777558206;-249685088
2024-01-01 17:15:00;5778705092;2586859218;4152714256;2608413930;5813625276;-249685088
2024-01-01 17:30:00;5729534857;2879843187;3908900522;2608413930;5813625276;-249685088
2024-01-01 17:45:00;5793826108;2666772878;3975731175;2608413930;5895573681;-249685088
2024-01-01 18:00:00;5836974739;2768125355;4001583310;2515833852;5817800516;-249685088
2024-01-01 18:15:00;5836974739;2859312571;3910396093;2515833852;5817800516;-249685088
2024-01-01 18:30:00;5793753512;3044399888;3910396093;2515833852;5675934427;-249685088
2024-01-01 18:45:00;5793753512;3123713672;3910396093;2515833852;5596620642;-249685088
2024-01-01 19:00:00;5832849584;2974460354;3879982458;2581597419;5671427957;-249685088
2024-01-01 19:15:00;5877265087;2860629339;3879982458;2581597419;5740843470;-249685088
2024-01-01 19:30:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 19:45:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 20:00:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 20:15:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 20:30:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 20:45:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 21:00:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 21:15:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 21:30:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 21:45:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 22:00:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 22:15:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 22:30:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 22:45:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 23:00:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 23:15:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 23:30:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
2024-01-01 23:45:00;5877265087;2920212690;3879982458;2522014068;5740843470;-249685088
